Row,NERR Site ID ,Station Code,Station Name,Lat Long,Latitude , Longitude, Status, Active Dates, State, Reserve Name,Real Time,HADS ID,GMT Offset,Station Type,Region,isSWMP,Parameters Reported
105,job                                               ,job11wq   ,Station 11                              ,17° 56' 40.59 N - 66° 15' 43.30 W,17.944608,66.262028,Inactive  ,Mar 1996-Dec 1998,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
106,job                                               ,job18wq   ,Station 18                              ,17° 56' 39.96 N - 66° 13' 54.77 W,17.944433,66.231881,Inactive  ,Oct 1998- Nov 1998,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
107,job                                               ,job19nut  ,Station 19                              ,17° 56' 34.49 N - 66° 13' 43.77 W,17.942914,66.228825,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,PHEA,NO3F,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N"
108,job                                               ,job19wq   ,Station 19                              ,17° 56' 34.49 N - 66° 13' 43.77 W,17.942914,66.228825,Active    ,Apr 2002-,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,cDepth"
109,job                                               ,job20nut  ,Station 20                              ,17° 55' 49.14 N - 66° 12' 41.30 W,17.930317,66.211472,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,PHEA,NO3F,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N"
110,job                                               ,job20wq   ,Station 20                              ,17° 55' 49.14 N - 66° 12' 41.30 W,17.930317,66.211472,Active    ,May 2002-,pr        ,Jobos Bay                                         ,R         ,3B0297EC  ,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,cDepth"
111,job                                               ,jobjbmet  ,Jobos Bay Weather                       ,17° 57' 23.34 N - 66° 13' 22.56 W,17.956483,66.2229333,Active    ,Jan 2001-,pr        ,Jobos Bay                                         ,R         ,3B018394  ,-4        ,0,3,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
112,kac                                               ,kacbcwq   ,Bear Cove                               ,59° 42' 20.41 N - 151° 3' 33.84 W,59.70567,151.1094,Inactive  ,Jun 2002-Dec 2003,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
113,kac                                               ,kacdlwq   ,Homer Dolphin                           ,59° 36' 8.34N - 151° 24' 36.00 W,59.60232,151.41000,Inactive  ,Oct 2002-Dec 2002,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
114,kac                                               ,kachdnut  ,Homer Deep                              ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,SIO4F,DIN,PHEA,NO2F,NO3F,DOC,DON,POC,PON,TDN,TN,TOC,TP,TSS"
115,kac                                               ,kachdwq   ,Homer Dolphin Deep                      ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Active    ,Jan 2003-,ak        ,Kachemak Bay                                      ,R         ,3B00077A  ,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
116,kac                                               ,kachhnut  ,Homer Harbor                            ,59° 36' 12.31 N - 151° 25' 2.14 W,59.60342,151.41726,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,SIO4F,DIN,PHEA,NO2F,NO3F,DOC,DON,POC,PON,TDN,TN,TOC,TP,TSS"
117,kac                                               ,kachomet  ,Homer                                   ,59° 36' 3.35 N - 151° 24' 34.20 W,59.60093,151.4095,Active    ,Jun 2003-,ak        ,Kachemak Bay                                      ,R         ,3B00140C  ,-9        ,0,6,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp,TotSoRad"
118,kac                                               ,kachowq   ,Homer                                   ,59° 36' 8.34 N - 151° 24' 36.00 W,59.60232,151.41000,Inactive  ,Jul 2001-Nov 2002,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
119,kac                                               ,kachsnut  ,Homer Shallow                           ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,SIO4F,DIN,PHEA,NO2F,NO3F,DOC,DON,POC,PON,TDN,TN,TOC,TP,TSS"
120,kac                                               ,kachswq   ,Homer Dolphin Surface                   ,59° 36' 7.24 N - 151° 24' 31.61 W,59.60201,151.40878,Inactive  ,Feb 2004-Nov 2011,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
121,kac                                               ,kacpgwq   ,Port Graham                             ,59° 22' 13.91 N - 151° 53' 46.03 W,59.37053,151.89612,Inactive  ,Jun 2002-Sep 2003,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
122,kac                                               ,kacsdnut  ,Seldovia Deep                           ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,SIO4F,DIN,PHEA,NO2F,NO3F,DOC,DON,POC,PON,TDN,TN,TOC,TP,TSS"
123,kac                                               ,kacsdwq   ,Seldovia Deep                           ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Jan 2004-,ak        ,Kachemak Bay                                      ,R         ,3B040240  ,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
124,kac                                               ,kacsewq   ,Seldovia                                ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Inactive  ,Aug 2001-Dec 2003,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
125,kac                                               ,kacssnut  ,Seldovia Shallow                        ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Feb 2002-,ak        ,Kachemak Bay                                      ,,,-9        ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,SIO4F,DIN,PHEA,NO2F,NO3F,DOC,DON,POC,PON,TDN,TN,TOC,TP,TSS"
126,kac                                               ,kacsswq   ,Seldovia Surface                        ,59° 26' 27.56 N - 151° 43' 15.46 W,59.44099,151.72096,Active    ,Jan 2004-,ak        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
421,kac                                               ,kacapmet  ,Anchor Point                            ,59° 46' 12.94 N - 151° 52' 3.22 W,59.770260,151.867560,Active    ,Jan 2014 -,AK        ,Kachemak Bay                                      ,R         ,3B04C75E  ,-9        ,0,6,S,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
351,kac                                               ,kach3wq   ,Homer Surface 3                         ,59° 36' 7.38 N - 151° 24' 33.90 W,59.60205,151.40942,Active    ,Jun 2012 -,AK        ,Kachemak Bay                                      ,,,-9        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
358,lks                                               ,lksolwq   ,Oliver Bridge                           ,46° 39' 24.66 N - 92° 12' 5.98 W,46.65685,92.20166,Active    ,Jul 2012 -,WI        ,Lake Superior                                     ,,,-6        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
359,lks                                               ,lkspomet  ,Pokegama Bay                            ,46° 40' 20.50 N - 92° 8' 8.21 W,46.672360,92.135614,Active    ,Aug 2013 -,WI        ,Lake Superior                                     ,R         ,3B048454  ,-6        ,0,5,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp,TotSoRad"
361,lks                                               ,lksblwq   ,Blatnik Bridge                          ,46° 44' 55.14 N - 92° 06' 0.97 W,46.748649,92.10027,Active    ,Jul 2012 -,WI        ,Lake Superior                                     ,,,-6        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
362,lks                                               ,lksbawq   ,Barker's Island                         ,46° 43' 18.38 N - 92° 03' 48.67 W,46.721772,92.06352,Active    ,Jun 2012 -,WI        ,Lake Superior                                     ,R         ,3B0059D4  ,-6        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
374,lks                                               ,lksbanut  ,Barker's Island                         ,46° 43' 18.38 N - 92° 03' 48.67 W,46.721772,92.06352,Active    ,May 2012 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,TN,TP,TSS,DO_N,DO_S_N,PH_N,SCON_N,UNCCHLA_N,PHEA,SIO4F"
375,lks                                               ,lksblnut  ,Blatnik Bridge                          ,46° 44' 55.14 N - 92° 06' 0.97 W,46.748649,92.10027,Active    ,May 2012 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,TN,TP,TSS,DO_N,DO_S_N,PH_N,SCON_N,UNCCHLA_N,PHEA,SIO4F"
377,lks                                               ,lksolnut  ,Oliver Bridge                           ,46° 39' 24.66 N - 92° 12' 5.98 W,46.65685,92.20166,Active    ,May 2012 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,TN,TP,TSS,NO3F,DO_N,DO_S_N,PH_N,SCON_N,UNCCHLA_N,PHEA,SIO4F"
383,lks                                               ,lkspowq   ,Pokegama Bay                            ,46° 40' 20.50 N - 92° 8' 8.21 W,46.672360,92.135614,Active    ,Oct 2013 -,WI        ,Lake Superior                                     ,,,-6        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
384,lks                                               ,lksponut  ,Pokegama Bay                            ,46° 40' 20.50 N - 92° 8' 8.21 W,46.672360,92.135614,Active    ,May 2013 -,WI        ,Lake Superior                                     ,,,-6        ,2,5,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,TN,TP,TSS,NO3F,DO_N,DO_S_N,PH_N,SCON_N,UNCCHLA_N"
438,mar                                               ,marscmet  ,Ship Channel                            ,27° 50' 17.20 N - 97° 3' 0.79 W,27.83811,97.05022,Active    ,Sep 2015-,TX        ,Mission Aransas                                   ,R         ,3B05A042  ,-6        ,0,4,S,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
299,mar                                               ,marscwq   ,Ship Channel                            ,27° 50' 17.88 N - 97° 3' 0.0 W,27.8383,97.0503,Active    ,Aug 2007 -,tx        ,Mission Aransas                                   ,R         ,3B004AA2  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
291,mar                                               ,marcewq   ,Copano Bay East                         ,28° 7' 56.28 N - 97° 2' 3.84 W,28.1323,97.0344,Active    ,Apr 2007-,tx        ,Mission Aransas                                   ,R         ,3B009CCA  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor,Level,cLevel"
292,mar                                               ,marabwq   ,Aransas Bay                             ,27° 58' 47.28 N - 97° 1' 43.32 W,27.9798,97.0287,Active    ,Apr 2007-,tx        ,Mission Aransas                                   ,R         ,3B038660  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor,Level,cLevel"
294,mar                                               ,marmbwq   ,Mesquite Bay                            ,28° 8' 18.24 N - 96° 49' 42.60 W,28.1384,96.8285,Active    ,Jan 2008-,tx        ,Mission Aransas                                   ,R         ,3B00BA26  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,ChlFluor,Depth,cDepth"
295,mar                                               ,marcwwq   ,Copano Bay West                         ,28° 5' 2.76 N - 97° 12' 3.24 W,28.0841,97.2009,Active    ,Jul 2007-,tx        ,Mission Aransas                                   ,R         ,3B00A950  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,ChlFluor,Depth,cDepth"
296,mar                                               ,marcemet  ,Copano East                             ,28° 7' 56.28 N - 97° 2' 3.84 W,28.1323,97.0344,Active    ,Jan 2007-,tx        ,Mission Aransas                                   ,R         ,3B039516  ,-6        ,0,4,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
341,mar                                               ,marmbnut  ,Mesquite Bay                            ,28° 8' 18.24 N - 96° 49' 42.60 W,28.1384,96.8285,Active    ,Jan 2008 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,DIN,SALT_N,SCON_N,SECCHI,SIO4F,TSS,TURB_N"
334,mar                                               ,marabnut  ,Aransas Bay                             ,27° 58' 47.28 N - 97° 1' 43.32 W,27.9798,97.0287,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,DIN,SALT_N,SCON_N,SECCHI,SIO4F,TSS,TURB_N"
335,mar                                               ,marcenut  ,Copano Bay East                         ,28° 7' 56.28 N - 97° 2' 3.84 W,28.1323,97.0344,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,DIN,SALT_N,SCON_N,SECCHI,SIO4F,TSS,TURB_N"
336,mar                                               ,marcwnut  ,Copano Bay West                         ,28° 5' 2.76 N - 97° 12' 3.24 W,28.0841,97.2009,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,DIN,SALT_N,SCON_N,SECCHI,SIO4F,TSS,TURB_N"
337,mar                                               ,marscnut  ,Ship Channel                            ,27° 50' 17.88 N - 97° 3' 0.0 W,27.8383 ,97.0503,Active    ,Jun 2007 -,tx        ,Mission Aransas                                   ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,DIN,SALT_N,SCON_N,SECCHI,SIO4F,TSS,TURB_N"
137,nar                                               ,narncnut  ,Nag Creek                               ,41° 37' 29.46 N - 71° 19' 27.42 W,41.624850,71.324283,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,SALT_N,SIO4F"
138,nar                                               ,narncwq   ,Nag Creek                               ,41° 37' 29.46 N - 71° 19' 27.42 W,41.624850,71.324283,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
139,nar                                               ,narpcmet  ,Potters Cove                            ,41° 38' 13.70 N - 71° 20' 21.79 W,41.637139,71.339386,Active    ,Jan 2001-,ri        ,Narragansett Bay                                  ,R         ,3B0211F8  ,-5        ,0,0,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
140,nar                                               ,narpcnut  ,Potters Cove                            ,41° 38' 25.98 N - 71° 20' 27.17 W,41.640550,71.340881,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,SALT_N,SIO4F,SECCHI"
141,nar                                               ,narpcwq   ,Potters Cove                            ,41° 38' 25.98 N - 71° 20' 27.17 W,41.640550,71.340881,Active    ,Dec 1995-,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
142,nar                                               ,nartbnut  ,T-Wharf Bottom                          ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,SALT_N,SIO4F,SECCHI"
143,nar                                               ,nartbwq   ,T-Wharf Bottom                          ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Jul 2002-,ri        ,Narragansett Bay                                  ,R         ,3B0335EE  ,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
144,nar                                               ,nartsnut  ,T-Wharf Surface                         ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Mar 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA,SALT_N,SIO4F,SECCHI"
145,nar                                               ,nartswq   ,T-Wharf Surface                         ,41° 34' 42.10 N - 71° 19' 16.05 W,41.578361,71.321125,Active    ,Jul 2002-,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
146,nar                                               ,nartwnut  ,T-Wharf                                 ,41° 34' 45.18 N - 71° 19' 17.10 W,41.579217,71.321417,Inactive  ,Mar 2002-Jun 2002,ri        ,Narragansett Bay                                  ,,,-5        ,2,0,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SIO4F"
147,nar                                               ,nartwwq   ,T-Wharf                                 ,41° 34' 45.18 N - 71° 19' 17.10 W,41.579217,71.321417,Inactive  ,Sep 1996- Jul 2002,ri        ,Narragansett Bay                                  ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
148,niw                                               ,niwcawq   ,Caledonia                               ,33° 27' 0.00 N - 79° 10' 0.12 W,33.45,79.1667,Inactive  ,Jun 1995-Dec 1995,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
149,niw                                               ,niwcbnut  ,Clambank                                ,33° 20' 1.91 N - 79° 11' 34.95 W,33.3338636,79.1930411,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SALT_N"
150,niw                                               ,niwcbwq   ,Clambank                                ,33° 20' 1.91 N - 79° 11' 34.95 W,33.3338636,79.1930411,Active    ,Aug 2001-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
151,niw                                               ,niwdcnut  ,Debidue Creek                           ,33° 21' 36.53 N - 79° 10' 2.85 W,33.3601486,79.1674572,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SALT_N"
152,niw                                               ,niwdcwq   ,Debidue Creek                           ,33° 21' 36.53 N - 79° 10' 2.85 W,33.3601486,79.1674572,Active    ,Mar 1998-,sc        ,North Inlet-Winyah Bay                            ,R         ,3B049722  ,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
153,niw                                               ,niwolmet  ,Oyster Landing                          ,33° 20' 57.66 N - 79° 11' 19.97 W,33.3493511,79.1888819,Active    ,Jan 2001-,sc        ,North Inlet-Winyah Bay                            ,R         ,3B01F504  ,-5        ,0,2,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp,TotSoRad"
154,niw                                               ,niwolnut  ,Oyster Landing                          ,33° 20' 57.66 N - 79° 11' 19.97 W,33.3493511,79.1888819,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SALT_N"
155,niw                                               ,niwolwq   ,Oyster Landing                          ,33° 20' 57.66 N - 79° 11' 19.97 W,33.3493511,79.1888819,Active    ,Jan 1996-,sc        ,North Inlet-Winyah Bay                            ,R         ,3B031302  ,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
156,niw                                               ,niwtanut  ,Thousand Acre                           ,33° 17' 56.93 N - 79° 15' 21.80 W,33.2991461,79.2560564,Active    ,Jan 2002-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SALT_N"
157,niw                                               ,niwtawq   ,Thousand Acre                           ,33° 17' 56.93 N - 79° 15' 21.80 W,33.2991461,79.2560564,Active    ,Jan 1995-,sc        ,North Inlet-Winyah Bay                            ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
444,niw                                               ,niwwswq   ,Winyah Bay Surface                      ,33° 18' 33.93 N - 79° 17' 19.52 W,33.3094250,79.2887556,Active    ,Jun 2016-,SC        ,North Inlet-Winyah Bay                            ,R         ,3B002F44  ,-5        ,1,2,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
445,niw                                               ,niwwbwq   ,Winyah Bay Bottom                       ,33° 18' 33.93 N - 79° 17' 19.52 W,33.3094250,79.2887556,Active    ,Jun 2016-,SC        ,North Inlet-Winyah Bay                            ,R         ,3B003C32  ,-5        ,1,2,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
158,noc                                               ,nocecnut  ,East Cribbing                           ,33° 56' 23.64 N - 77° 56' 27.96 W,33.9399,77.9411,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA"
159,noc                                               ,nocecwq   ,East Cribbing                           ,33° 56' 23.64 N - 77° 56' 27.96 W,33.9399,77.9411,Active    ,May 1994-,nc        ,North Carolina                                    ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
160,noc                                               ,noclcnut  ,Loosin Creek                            ,34° 10' 19.92 N - 77° 49' 58.08 W,34.1722,77.8328,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA"
161,noc                                               ,noclcwq   ,Loosin Creek                            ,34° 10' 19.92 N - 77° 49' 58.08 W,34.1722,77.8328,Active    ,Feb 2002-,nc        ,North Carolina                                    ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,ChlFluor,cDepth"
163,noc                                               ,nocrcmet  ,Research Creek                          ,34° 9' 19.80 N - 77° 51' 3.24 W,34.1555,77.8509,Active    ,Jan 2001-,nc        ,North Carolina                                    ,R         ,3B02028E  ,-5        ,0,2,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
164,noc                                               ,nocrcnut  ,Research Creek                          ,34° 9' 21.60 N - 77° 50' 59.64 W,34.156,77.8499,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA"
165,noc                                               ,nocrcwq   ,Research Creek                          ,34° 9' 21.60 N - 77° 50' 59.64 W,34.156,77.8499,Active    ,Jan 1994-,nc        ,North Carolina                                    ,R         ,3B032698  ,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,ChlFluor,cDepth"
166,noc                                               ,noczbnut  ,Zeke's Basin                            ,33° 57' 16.92 N - 77° 56' 6.00 W,33.9547,77.935,Active    ,Apr 2002-,nc        ,North Carolina                                    ,,,-5        ,2,2,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,PHEA"
167,noc                                               ,noczbwq   ,Zeke's Basin                            ,33° 57' 16.92 N - 77° 56' 6.00 W,33.9547,77.935,Active    ,Mar 2002-,nc        ,North Carolina                                    ,R         ,3B04523C  ,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,ChlFluor,cDepth"
169,owc                                               ,owcbrnut  ,Berlin Road                             ,41° 20' 56.00 N - 82° 30' 44.00 W,41.348889,82.512222,Active    ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,PH_N,SCON_N,TP,TURB_N,ATEM_N,CL,PHEA,SO4"
170,owc                                               ,owcbrwq   ,Berlin Road                             ,41° 20' 56.00 N - 82° 30' 44.00 W,41.348889,82.512222,Active    ,Mar 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
171,owc                                               ,owcolnut  ,Lower Estuary                           ,41° 22' 54.00 N - 82° 30' 50.00 W,41.381667,82.513889,Active    ,Apr 2002-,oh        ,Old Woman Creek                                   ,,,-5        ,2,5,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,DO_N,PH_N,SCON_N,TP,TURB_N,ATEM_N,CL,PHEA,SO4"
172,owc                                               ,owcolwq   ,Lower Estuary                           ,41° 22' 54.00 N - 82° 30' 50.00 W,41.381667,82.513889,Active    ,Apr 2002-,oh        ,Old Woman Creek                                   ,R         ,3B02849A  ,-5        ,1,5,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
173,owc                                               ,owcowmet  ,Old Woman Creek                         ,41° 22' 40.01 N - 82° 30' 29.00 W,41.37778,82.508056,Active    ,May 2001-,oh        ,Old Woman Creek                                   ,R         ,3B017310  ,-5        ,0,5,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
